LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0002301814-0001-9,UROOS TRADING INC,,19711 RINALDI STREET,PORTER RANCH,91326-4143,19711 RINALDI 91326-4143,20218   VIA MEDICI,PORTER RANCH,91326-4059,722110,Full-service restaurants,12,01/01/2008,,"(34.2749, -118.5625)"
0002320520-0002-3,MARTHA D FLORES,,2201 S SAN PEDRO STREET   UNIT #A,LOS ANGELES,90011-1158,2201 SAN PEDRO 90011-1158,2201 S SAN PEDRO STREET   UNIT ##A,LOS ANGELES,90011-1158,722110,Full-service restaurants,9,12/09/2013,,"(34.0248, -118.2597)"
0002914668-0001-0,"KOGIYA RESTAURANT, INC.","KOGIYA RESTAURANT, INC.",9711   RESEDA BLVD,NORTHRIDGE,91324-2027,9711 RESEDA 91324-2027,,,,722110,Full-service restaurants,12,06/11/2016,,"(34.2466, -118.5365)"
0002966626-0001-2,D & T SUH INC,JANG AN RESTAURANT,2773 W OLYMPIC BLVD,LOS ANGELES,90006-2632,2773 OLYMPIC 90006-2632,,,,722110,Full-service restaurants,10,02/21/2017,,"(34.0529, -118.294)"
0000041726-0034-0,YOSHINOYA AMERICA INC,YOSHINOYA,5656 W MANCHESTER AVENUE,WESTCHESTER,90045-4416,5656 MANCHESTER 90045-4416,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,11,08/11/2014,,"(33.9598, -118.3797)"
0003082830-0001-4,INDIRA PAOLA TOMASINO DURAN,PAOLA'S KITCHEN,21809   LANARK STREET   UNIT #5,CANOGA PARK,91304-4020,21809 LANARK 91304-4020,,,,722110,Full-service restaurants,3,10/26/2018,,"(34.2181, -118.6033)"
0003021405-0001-8,XO RAMEN BAR,UGLY DOGS,970 S ARDMORE AVENUE   APT #207,LOS ANGELES,90006-1389,970 ARDMORE 90006-1389,,,,722110,Full-service restaurants,10,11/13/2017,,"(34.0535, -118.3018)"
0000844645-0001-3,ALFREDO G CARBAJAL,EL PRINCIPE,115 N PACIFIC AVENUE,SAN PEDRO,90731-2037,115 PACIFIC 90731-2037,381 E 238TH STREET,CARSON,90745-5808,722110,Full-service restaurants,15,05/01/1991,,"(33.7434, -118.2878)"
0002998930-0001-7,LARCHMONT TACO SHOP 26 INC,TACOS TU MADRE,203 N LARCHMONT BLVD,LOS ANGELES,90004-3706,203 LARCHMONT 90004-3706,,,,722110,Full-service restaurants,4,07/26/2017,,"(34.0748, -118.3239)"
0002991781-0001-2,"MY GL COMPANY, INC",GON JI AM,4653   BEVERLY BLVD,LOS ANGELES,90004-3101,4653 BEVERLY 90004-3101,4653   BEVERLY BLVD,LOS ANGELES,90004-3101,722110,Full-service restaurants,4,07/01/2017,,"(34.0766, -118.311)"
0003009800-0001-3,HYEONGSIKDANG,,1015   CROCKER STREET   #S-2,LOS ANGELES,90021-2051,1015 CROCKER 90021-2051,,,,722110,Full-service restaurants,14,05/01/2017,,"(34.034, -118.2513)"
0002645218-0001-9,JG'S NIPA HUT ATBP LLC,JG'S NIPA HUT ATBP,22122 SHERMAN WAY #101,CANOGA PARK,91303-1135,22122 SHERMAN 91303-1135,,,,722110,Full-service restaurants,3,11/08/2012,,"(34.201, -118.6086)"
0002999828-0001-9,THIRTEEN SINCE 2017 INC,,2500 W 8TH STREET   #108,LOS ANGELES,90057-3860,2500 8TH 90057-3860,,,,722110,Full-service restaurants,1,07/12/2017,,"(34.0566, -118.2825)"
0002910027-0001-2,STANLEY-SUNSET LLC,STANLEY-SUNSET,1510 N STANLEY AVENUE,LOS ANGELES,90046-2711,1510 STANLEY 90046-2711,22160   VENTURA BLVD,WOODLAND HILLS,91364-1648,722110,Full-service restaurants,4,05/15/2016,,"(34.0984, -118.3559)"
0002950684-0001-5,HIEU N TAN,KTOWN PHO KOBE,974 S WESTERN AVENUE,LOS ANGELES,90006-1035,974 WESTERN 90006-1035,,,,722110,Full-service restaurants,10,01/01/2017,,"(34.0535, -118.309)"
0000571408-0001-7,HOLOMAN FOOD SERVICE INC,CHURCHS FRIED CHICKEN,8531 S FIGUEROA STREET,LOS ANGELES,90003-2750,8531 FIGUEROA 90003-2750,,,,722110,Full-service restaurants,8,02/02/1987,,"(33.9608, -118.2827)"
0003072449-0001-0,"JAZZCHRIS, INC.",BAMBOO FOREST RESTAURANT,14834   BURBANK BLVD,SHERMAN OAKS,91411-3338,14834 BURBANK 91411-3338,14834   BURBANK BLVD,SHERMAN OAKS,91411-3338,722110,Full-service restaurants,4,09/25/2018,,"(34.1719, -118.4565)"
0002920560-0001-2,BMPP JE INC,BIG MAMA'S & PAPA'S PIZZERIA,7353 W SUNSET BLVD,LOS ANGELES,90046-3412,7353 SUNSET 90046-3412,,,,722110,Full-service restaurants,4,07/12/2016,,"(34.0984, -118.3503)"
0002757600-0003-4,"HSI HAVANA LAX F & B, LLC",REAL FOOD DAILY,400 WORLD WAY SPACE #U1,LOS ANGELES,90045-5888,400 WORLD 90045-5888,6905 ROCKLEDGE DRIVE,BETHESDA,20817-1828,722110,Full-service restaurants,11,12/04/2013,,"(33.9429, -118.4079)"
0000041726-0024-2,YOSHINOYA AMERICA INC,YOSHINOYA BEEF BOWL,8267 SEPULVEDA BLVD,PANORAMA CITY,91402-4306,8267 SEPULVEDA 91402-4306,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,6,09/07/2001,,"(34.2208, -118.4676)"
0003025359-0001-5,"MG JV, LLC",,1741   NAUD STREET,LOS ANGELES,90012-1922,1741 NAUD 90012-1922,60 E 11TH STREET   FLOOR #5,NEW YORK,10003-6009,722110,Full-service restaurants,1,12/01/2017,,"(34.0688, -118.2266)"
0002757600-0004-2,"HSI HAVANA LAX F & B, LLC",LA PROVENCE,400 WORLD WAY SPACE #U2,LOS ANGELES,90045-5888,400 WORLD 90045-5888,6905 ROCKLEDGE DRIVE,BETHESDA,20817-1828,722110,Full-service restaurants,11,12/04/2013,,"(33.9429, -118.4079)"
0002451644-0001-1,MX 3030 INC,MEXICANOS 3030,2042 MARENGO STREET,LOS ANGELES,90033-1353,2042 MARENGO 90033-1353,,,,722110,Full-service restaurants,14,07/01/2009,,"(34.0565, -118.2071)"
0003009083-0002-9,SANDRA ALCOSER,LUPITA'S ANTOJITOS,4433 S ALAMEDA STREET,LOS ANGELES,90058-2008,4433 Alameda 90058-2008,,,,722110,Full-service restaurants,9,06/08/2021,,"(34.0031, -118.2401)"
0002969199-0001-2,5150 HB LLC,,631 N LARCHMONT BLVD   #2,LOS ANGELES,90004-1330,631 LARCHMONT 90004-1330,,,,722110,Full-service restaurants,4,08/03/2015,,"(34.0827, -118.324)"
0002209935-0001-1,WANTON GROUP BTWD LLC,CHIN CHIN CAFE,11740 SAN VICENTE BLVD SUITE #201,LOS ANGELES,90049-6610,11740 SAN VICENTE 90049-6610,12100 W WASHINGTON BLVD,LOS ANGELES,90066-5502,722110,Full-service restaurants,11,05/15/2006,,"(34.0532, -118.4667)"
0003131022-0002-9,ERIK LUEVANOS,MARISCOS CUATRO VIENTOS,3000 E OLYMPIC BLVD BUILDING #E,LOS ANGELES,90023-3402,3000 Olympic 90023-3402,,,,722110,Full-service restaurants,14,07/01/2020,,"(34.0214, -118.2141)"
0002927460-0001-5,KP DINING GROUP,,350 S GRAND AVENUE   #D2,LOS ANGELES,90071-3406,350 GRAND 90071-3406,3435   WILSHIRE BLVD   #1990,LOS ANGELES,90010-1901,722110,Full-service restaurants,14,07/22/2016,,"(34.0517, -118.2514)"
0000305638-0001-8,R A MUSIC LLC,LA MUSIC CENTER | PATINA @ LA MUSIC CENTER,165 N GRAND AVENUE,LOS ANGELES,90012-3004,165 GRAND 90012-3004,250   DELAWARE AVENUE   FLOOR #12TH,BUFFALO,14202-2014,722110,Full-service restaurants,14,08/15/1995,,"(34.0567, -118.2479)"
0002970438-0001-1,RCFR ENTRADA LP,TALLULA'S,118   ENTRADA DRIVE,SANTA MONICA,90402-1226,118 ENTRADA 90402-1226,826   PICO BLVD,SANTA MONICA,90405-1325,722110,Full-service restaurants,11,03/01/2017,,"(34.028, -118.5181)"
0000730413-0001-6,SHIGEKI CORP,,123 ONIZUKA STREET #303,LOS ANGELES,90012-3846,123 ONIZUKA 90012-3846,,,,722110,Full-service restaurants,14,11/15/2002,,"(34.0505, -118.2419)"
0003062113-0001-1,BLVD CAFE,16610 THE BOULEVARD,16610   VENTURA BLVD,ENCINO,91436-1913,16610 VENTURA 91436-1913,,,,722110,Full-service restaurants,5,08/01/2018,,"(34.1575, -118.4951)"
0003079212-0001-1,JOSE BACA,RIKAS,3553 W 3RD STREET,LOS ANGELES,90020-2012,3553 3RD 90020,1456 W 61ST STREET,LOS ANGELES,90047-1527,722110,Full-service restaurants,10,10/09/2018,,"(34.0693, -118.2933)"
0002958920-0001-8,STANLEY'S 83 INC,STANLEYS,4336   VAN NUYS BLVD,SHERMAN OAKS,91403-5532,4336 VAN NUYS 91403-5532,,,,722110,Full-service restaurants,4,01/25/2017,,"(34.1501, -118.4487)"
0002905284-0001-7,TWELVE 2 FORTY 9 LLC,THE MAR VISTA,12249   VENICE BLVD,LOS ANGELES,90066-3813,12249 VENICE 90066-3813,,,,722110,Full-service restaurants,11,09/01/2016,,"(34.0046, -118.4321)"
0002952240-0001-4,DANIELA VALLE,LA FONDITA COMIDA MEXICANA,1901 S ALAMEDA STREET   #115,LOS ANGELES,90058-1037,1901 ALAMEDA 90058-1037,,,,722110,Full-service restaurants,9,01/02/2017,,"(34.0195, -118.24)"
0002993855-0001-2,ALEXIS GARCIA,LA COSINA RESTAURANT,9201   SAN FERNANDO ROAD,SUN VALLEY,91352-1416,9201 SAN FERNANDO 91352-1416,,,,722110,Full-service restaurants,6,07/01/2017,,"(34.2362, -118.391)"
0002977655-0001-2,"TATANG, LLC",,10829   OXNARD STREET,NORTH HOLLYWOOD,91606-5020,10829 OXNARD 91606-5020,14929   SIMONDS STREET,MISSION HILLS,91345-1233,722110,Full-service restaurants,2,08/01/2017,,"(34.1795, -118.3669)"
0003020116-0001-4,ROMEO MANAGEMENT INC,SHABUYA,1925 W OLYMPIC BLVD,LOS ANGELES,90006-3703,1925 OLYMPIC 90006-3703,,,,722110,Full-service restaurants,1,11/30/2017,,"(34.0513, -118.2783)"
0000097431-0001-5,KULWANT SINGH,PHILIPOS PIZZA & PASTA,1206 PACIFIC COAST HIGHWAY,HARBOR CITY,90710-2932,1206 PACIFIC COAST 90710-2932,26151 VERMONT AVENUE APT #202A,HARBOR CITY,90710-3429,722110,Full-service restaurants,15,02/07/1994,,
0000162131-0001-1,C C C VENTURA INC,CALIFORNIA CHICKEN CAFE,15601 VENTURA BLVD,ENCINO,91436-3128,15601 VENTURA 91436-3128,POST OFFICE BOX #1284,PICO RIVERA,90660-1284,722110,Full-service restaurants,5,04/19/1995,,"(34.155, -118.4738)"
0002919049-0001-4,MEI RESTAURANTS LLC,DRAGONFLOWER,3500 W SUNSET BLVD,LOS ANGELES,90026-2106,3500 SUNSET 90026-2106,1605 S SAN GABRIEL BLVD,SAN GABRIEL,91776-3990,722110,Full-service restaurants,13,08/01/2016,,"(34.0888, -118.2768)"
0000370701-0001-1,SUSAN C MASSIE,MCDONALDS VINE ST #5149,1413 VINE STREET,LOS ANGELES,90028-8109,1413 VINE 90028-8109,15205   VIA DE LAS OLAS,PACIFIC PALISADES,90272-4621,722110,Full-service restaurants,13,06/15/1996,,"(34.0965, -118.3266)"
0003024331-0001-4,HERB & SPICE AT USC LLC,SAOLA BY HANNAH AN,3201 S HOOVER STREET   UNIT #1870,LOS ANGELES,90007-3555,3201 HOOVER 90007-3555,6626   MOORE DRIVE,LOS ANGELES,90048-5328,722110,Full-service restaurants,9,02/09/2018,,"(34.0264, -118.2841)"
0003093394-0001-7,PEERAPAN JAMSANG,EXOTIC THAI CAFE,22776   VENTURA BLVD   SUITE #G,WOODLAND HILLS,91364-1367,22776 VENTURA 91364,22776   VENTURA BLVD   UNIT #G,WOODLAND HILLS,91364-1367,722110,Full-service restaurants,3,01/02/2019,,"(34.1657, -118.623)"
0002883818-0001-0,FRIENDS + FAMILY LLC,FRIENDS + FAMILY,5150   HOLLYWOOD BLVD,LOS ANGELES,90027-6114,5150 HOLLYWOOD 90027-6114,631 N LARCHMONT BLVD   APT #2,LOS ANGELES,90004-1331,722110,Full-service restaurants,13,02/01/2016,,"(34.1015, -118.3024)"
0003084425-0001-5,JOSE DANIEL VARELA,LA PUPUSA RICA RESTAURANT,5400   AVALON BLVD,LOS ANGELES,90011-5114,5400 AVALON 90011-5114,,,,722110,Full-service restaurants,9,11/08/2018,,"(33.9932, -118.2648)"
0002464724-0003-6,THE VEGGIE GRILL INC,,110 S FAIRFAX AVENUE SUITE #A-16,LOS ANGELES,90036-2167,110 FAIRFAX 90036-2167,5855   GREEN VALLEY CIRCLE   SUITE #208,CULVER CITY,90230-6968,722110,Full-service restaurants,4,05/19/2011,,"(34.0741, -118.3614)"
0003047011-0001-7,OHK LLC,ROUND K CA,5616   SAN VICENTE BLVD,LOS ANGELES,90019-2576,5616 SAN VICENTE 90019,5616   SAN VICENTE BLVD   SPACE,LOS ANGELES,90019-2576,722110,Full-service restaurants,10,03/29/2018,,"(34.0539, -118.3554)"
0002981298-0001-1,HOMMY HUB INC,,7168   MELROSE AVENUE,LOS ANGELES,90046-7626,7168 MELROSE 90046-7626,520 S KENMORE AVENUE   #310,LOS ANGELES,90020-2544,722110,Full-service restaurants,5,04/14/2017,,"(34.0832, -118.3457)"
0000317093-0001-9,FEAST FROM THE EAST INC,FEAST FROM THE EAST,1949 WESTWOOD BLVD,LOS ANGELES,90025-4613,1949 WESTWOOD 90025-4613,,,,722110,Full-service restaurants,5,07/03/1980,,"(34.0474, -118.4348)"
0003098206-0001-1,LOS BROS GROUP,BARRANCO / BARRANCO PERUVIAN TAPAS PISCO LOUNGE,5156   LANKERSHIM BLVD,NORTH HOLLYWOOD,91601-3719,5156 LANKERSHIM 91601-3719,,,,722110,Full-service restaurants,2,01/25/2019,,"(34.1645, -118.3741)"
0002336478-0001-1,GOLDEN SISCO INC,HOUSE OF GRILL,16929   DEVONSHIRE STREET,GRANADA HILLS,91344-7407,16929 DEVONSHIRE 91344-7407,,,,722110,Full-service restaurants,12,04/22/2008,,"(34.2576, -118.501)"
0003000278-0001-1,SAWTELLE CORP.,,2117   SAWTELLE BLVD,LOS ANGELES,90025-6200,2117 SAWTELLE 90025-6200,2117   SAWTELLE BLVD,LOS ANGELES,90025-6200,722110,Full-service restaurants,11,08/24/2017,,"(34.039, -118.4424)"
0002327510-0003-9,WEST VALLEY ENTERPISES INC,DOMINO'S PIZZA #8270,8662 LINDLEY AVENUE #12,NORTHRIDGE,91325-3318,8662 LINDLEY 91325-3318,7220   WINDSOR DRIVE,ALLENTOWN,18106-9318,722110,Full-service restaurants,12,07/07/2007,,"(34.2278, -118.5273)"
0002690301-0001-7,JDH GROUP LLC,TRENCHER,1305 PORTIA STREET,LOS ANGELES,90026-3427,1305 PORTIA 90026-3427,3016 CARDIFF AVENUE,LOS ANGELES,90034-2854,722110,Full-service restaurants,13,06/18/2013,,"(34.0755, -118.2543)"
0002676583-0001-2,GLASS HOOKAH LOUNGE LLC,,7384   MELROSE AVENUE,LOS ANGELES,90046-7527,7384 MELROSE 90046-7527,4630 GAINSBOROUGH AVENUE,LOS ANGELES,90027-1229,722110,Full-service restaurants,5,04/17/2013,,"(34.0833, -118.3509)"
0003081698-0001-9,CHICK ME OUT INC,CHICK ME OUT,6201   VAN NUYS BLVD,VAN NUYS,91401-2782,6201 VAN NUYS 91401-2782,,,,722110,Full-service restaurants,6,09/01/2018,,"(34.1828, -118.4492)"
0002988652-0001-2,MISSION BURRITO INC,MISSION BURRITO #3-VICTORY,23640   VICTORY BLVD,WOODLAND HILLS,91367-1349,23640 VICTORY 91367-1349,POST OFFICE BOX #20280,BAKERSFIELD,93390-0280,722110,Full-service restaurants,3,01/15/2017,,"(34.1863, -118.642)"
0002900183-0001-8,FEEL GOOD ABOUT EATING LLC,,13238   BURBANK BLVD,SHERMAN OAKS,91401-6038,13238 BURBANK 91401-6038,780   LAKEFIELD ROAD   SUITE #C,WESTLAKE VILLAGE,91361-2653,722110,Full-service restaurants,4,01/01/2016,,"(34.172, -118.4216)"
0003205428-0001-6,PERUVIAN FOOD ENTERPRISES LLC,EL POLLO PERU LA,13273 VAN NUYS BLVD,PACOIMA,91331-3003,13273 Van Nuys 91331-3003,,,,722110,Full-service restaurants,7,07/01/2020,,"(34.2661, -118.4228)"
0002770131-0001-4,CASA DE BANDA INC,EL COMPANDRE RESTAURANT,8438 SUNLAND BLVD,SUN VALLEY,91352-3436,8438 SUNLAND 91352-3436,8440   SUNLAND BLVD,SUN VALLEY,91352-3436,722110,Full-service restaurants,6,09/01/2014,,"(34.2233, -118.3656)"
0003052498-0001-1,IJI CHINESE FAST FOOD RESTAURANT INC,,1929 S SAN PEDRO STREET,LOS ANGELES,90011-1121,1929 SAN PEDRO 90011-1121,,,,722110,Full-service restaurants,9,05/02/2018,,"(34.027, -118.2582)"
0003150555-0001-1,"UNO CALIFORNIA, INC",ANAR INDIAN RESTAURANT,1807 N CAHUENGA BLVD,LOS ANGELES,90028-5001,1807 CAHUENGA 90028,24979   CONSTITUTION AVENUE   APT #112,VALENCIA,91381-1729,722110,Full-service restaurants,13,10/04/2019,,"(34.104, -118.3299)"
0002978647-0001-5,FIRST CARLO ARMINE CORPORATION,SEVAN CHICKEN ROTISSERIE AND BAKERY,6255   FOOTHILL BLVD,TUJUNGA,91042-2723,6255 FOOTHILL 91042-2723,,,,722110,Full-service restaurants,7,03/01/2017,,"(34.2418, -118.2676)"
0002535915-0002-9,SAMWOL INC,5 MINUTE BOWL,440 S VERMONT AVENUE   SUITE #101,LOS ANGELES,90020-1987,440 VERMONT 90020-1987,,,,722110,Full-service restaurants,13,07/01/2018,,"(34.0658, -118.2911)"
0002876864-0001-5,BUTTERSCOTCH RESTAURANT GROUP LLC,BUTTERSCOTCH RESTAURANT,143 N LA BREA AVENUE,LOS ANGELES,90036-2911,143 LA BREA 90036-2911,5900   WILSHIRE BLVD   SUITE #2250,LOS ANGELES,90036-5025,722110,Full-service restaurants,5,10/20/2015,,"(34.0748, -118.3444)"
0003025243-0001-6,ACEPLUS INC,MONG KOREAN BBQ,100 S WESTERN AVENUE,LOS ANGELES,90004-4102,100 WESTERN 90004-4102,3625 W 6TH STREET,LOS ANGELES,90020-3036,722110,Full-service restaurants,10,10/19/2017,,"(34.0734, -118.3088)"
0000849490-0001-9,MOONTRAN INC,AMY'S BAKERY SHOP,633 N SPRING STREET #6,LOS ANGELES,90012-2814,633 SPRING 90012-2814,,,,722110,Full-service restaurants,1,01/01/2002,,"(34.059, -118.2382)"
0003124183-0001-1,ALIBABA EXPRESS MEDITERRANEAN GRILL INC,,9301   TAMPA AVENUE   UNIT #102,NORTHRIDGE,91324-5774,9301 TAMPA 91324-5774,,,,722110,Full-service restaurants,12,06/01/2019,,"(34.24, -118.5545)"
0003011259-0001-1,JOBE EMPIRE LLC,STINKIN CRAWFISH,9102   SEPULVEDA BLVD,NORTH HILLS,91343-3921,9102 SEPULVEDA 91343-3921,2518 E WORKMAN AVENUE,WEST COVINA,91791-1534,722110,Full-service restaurants,7,10/18/2017,,"(34.2358, -118.4671)"
0003108303-0001-4,HILL GRILL INC,TIPSY GRILL,217 E 8TH STREET,LOS ANGELES,90014-2110,217 8TH 90014-2110,,,,722110,Full-service restaurants,14,09/18/2018,,"(34.0416, -118.2516)"
0002039539-0001-5,WORLDWIDE DINING INC,OLIVE AND GRILL | ROMANOV RESTAURANT-LOUNGE,12229 VENTURA BLVD,STUDIO CITY,91604-2576,12229 VENTURA 91604-2576,12001   VENTURA PLACE   SUITE #202,STUDIO CITY,91604-2622,722110,Full-service restaurants,2,07/01/2005,,
0003069885-0001-3,"CHARLIE & FRIENDS, LLC",CHARLIE AND FRIENDS,7590 N GLENOAKS BLVD,BURBANK,91504-1003,7590 GLENOAKS 91504-1003,9000 W SUNSET BLVD   UNIT #900,WEST HOLLYWOOD,90069-5804,722110,Full-service restaurants,2,05/21/2018,,"(34.2089, -118.3431)"
0000192743-0001-1,SUN OK LEE,RICKS FISH MARKET,4750 W WASHINGTON BLVD,LOS ANGELES,90016-1526,4750 WASHINGTON 90016-1526,12750   CENTER COURT DRIVE S SUITE #230,CERRITOS,90703-9341,722110,Full-service restaurants,10,07/15/2000,,"(34.0397, -118.3429)"
0002998040-0001-7,PLATE PICO INC,DENIM,227 E PICO BLVD,LOS ANGELES,90015-2507,227 PICO 90015-2507,2929 E 44TH STREET,VERNON,90058-2429,722110,Full-service restaurants,14,08/10/2017,,"(34.0358, -118.2588)"
0003112836-0001-2,LOUPIOTTE KITCHEN,,1726 N VERMONT AVENUE,LOS ANGELES,90027-4306,1726 VERMONT 90027,2926   GRIFFITH PARK BLVD,LOS ANGELES,90027-3315,722110,Full-service restaurants,4,03/18/2019,,"(34.1025, -118.2917)"
0003087413-0001-4,CHATSWORTH PANCAKES INC,IHOP,21103   DEVONSHIRE STREET,CHATSWORTH,91311-2317,21103 DEVONSHIRE 91311-2317,25060   AVENUE STANFORD     SUITE #200,VALENCIA,91355-3993,722110,Full-service restaurants,12,08/27/2018,,"(34.2575, -118.5933)"
0003070485-0001-1,VAUS ENTERPRISES INC,DOWNTOWN PHILLY CHEESESTAKES,6506   LAUREL CANYON BLVD,NORTH HOLLYWOOD,91606-1521,6506 LAUREL CANYON 91606-1521,,,,722110,Full-service restaurants,2,08/15/2018,,"(34.1888, -118.3962)"
0000595105-0001-1,UNION MUTUALISTA DE SAN JOSE /C,FRATERNAL CORPORATION,1023 N HENRY FORD AVENUE,WILMINGTON,90744-3920,1023 HENRY FORD 90744-3920,POST OFFICE BOX #399,WILMINGTON,90748-0399,722110,Full-service restaurants,15,04/01/1961,,"(33.784, -118.242)"
0002894692-0001-9,LA TAVERNA CUBANA INC,LA TAVERNA CUBANA RESTAURANT,5424   LAUREL CANYON BLVD   #D,VALLEY VILLAGE,91607-4612,5424 LAUREL CANYON 91607-4612,,,,722110,Full-service restaurants,2,03/04/2015,,"(34.1693, -118.3961)"
0000965707-0001-1,JOHN P SIN,,7455 LANKERSHIM BLVD SUITE #A,NORTH HOLLYWOOD,91605-2823,7455 LANKERSHIM 91605-2823,23942 STAGG STREET,WEST HILLS,91304-6114,722110,Full-service restaurants,2,07/05/1999,,"(34.2059, -118.3877)"
0003036982-0001-7,JUAN A MENDEZ,PIZZA AMORE,6001 S VERMONT AVENUE,LOS ANGELES,90044-3760,6001 VERMONT 90044-3760,1631   7TH AVENUE,LOS ANGELES,90019-6002,722110,Full-service restaurants,9,01/02/2018,,"(33.9856, -118.2918)"
0002800861-0001-3,NICKER MANCHESTER INC,,1406 W MANCHESTER AVENUE,LOS ANGELES,90047-5422,1406 MANCHESTER 90047-5422,20790   LEAPWOOD AVENUE,CARSON,90746-3610,722110,Full-service restaurants,8,01/01/2014,,"(33.96, -118.3003)"
0002922156-0001-8,KAO LLC,MEE & GREET,8555   CASHIO STREET   UNIT #301,LOS ANGELES,90035-4927,8555 CASHIO 90035-4927,,,,722110,Full-service restaurants,5,03/07/2016,,"(34.0513, -118.3781)"
0003045926-0001-2,RUN THE JEWELS LLC,JEWEL,654 N HOOVER STREET,LOS ANGELES,90004-2345,654 HOOVER 90004-2345,,,,722110,Full-service restaurants,13,04/02/2018,,"(34.0831, -118.2843)"
0003113020-0001-3,KUSINA FILIPINA LLC,KUSINA FILIPINA AUTHENTIC FILIPINA CUISINE,4157   EAGLE ROCK BLVD   SUITE #1,LOS ANGELES,90065-4492,4157 EAGLE ROCK 90065,4157   EAGLE ROCK BLVD   SUITE #1,LOS ANGELES,90065-4492,722110,Full-service restaurants,14,02/15/2019,,"(34.122, -118.2258)"
0003058389-0001-7,"CHOONG MU RO, INC.",,7311   BEVERLY BLVD,LOS ANGELES,90036-2534,7311 BEVERLY 90036,7311   BEVERLY BLVD,LOS ANGELES,90036-2534,722110,Full-service restaurants,5,06/01/2018,,"(34.0764, -118.3491)"
0002989626-0001-7,MADDIES CORNER BISTRO INC,AND WAFFLES,4141   LANKERSHIM BLVD,NORTH HOLLYWOOD,91602-2846,4141 LANKERSHIM 91602-2846,,,,722110,Full-service restaurants,2,06/05/2017,,"(34.1453, -118.3631)"
0003082668-0001-5,SIMON ALBERTO ALFARO,METAPAN RESTAURANT,14043   SHERMAN WAY,VAN NUYS,91405-2517,14043 SHERMAN 91405-2517,,,,722110,Full-service restaurants,2,10/25/2018,,"(34.2016, -118.4393)"
0003124539-0001-2,HUBERT NGUYEN,KILLA RIBS,1324 S FLOWER STREET,LOS ANGELES,90015-2908,1324 FLOWER 90015,484   NYES PLACE,LAGUNA BEACH,92651-4116,722110,Full-service restaurants,14,06/01/2019,,"(34.0392, -118.2669)"
0000655750-0001-5,ROYAL BAGEL GROUP INC,,12222   WILSHIRE BLVD #102,LOS ANGELES,90025-1169,12222 WILSHIRE 90025-1169,,,,722110,Full-service restaurants,11,04/01/2002,,
0002969752-0001-5,ROCK & REILLYS USC LLC,,3201 S HOOVER STREET   #1810,LOS ANGELES,90007-3555,3201 HOOVER 90007-3555,8853 W SUNSET BLVD,WEST HOLLYWOOD,90069-2107,722110,Full-service restaurants,9,08/15/2017,,"(34.0264, -118.2841)"
0003000107-0001-2,WB GROUP INC,,8939 W PICO BLVD,LOS ANGELES,90035-3332,8939 PICO 90035,8939 W PICO BLVD,LOS ANGELES,90035-3332,722110,Full-service restaurants,5,08/09/2017,,"(34.0556, -118.3871)"
0002903553-0001-1,LEDY LOPEZ OSEGUERA,LEDY'S RESTAURANT,12150   HAMLIN STREET,NORTH HOLLYWOOD,91606-1409,12150 HAMLIN 91606-1409,,,,722110,Full-service restaurants,2,04/14/2016,,"(34.1883, -118.3985)"
0002909852-0001-5,TKLA GROUP INC,TEKILA,13817   VENTURA BLVD,SHERMAN OAKS,91423-3603,13817 VENTURA 91423-3603,,,,722110,Full-service restaurants,4,06/01/2016,,"(34.1488, -118.4338)"
0002929670-0001-0,HECTOR MARTINEZ / MELISSA GABRIELA MARTINEZ,MELISSAS CATERING,12326  1/2   VENICE BLVD,LOS ANGELES,90066-3802,12326 VENICE 90066-3802,7717   8TH AVENUE,LOS ANGELES,90043-5202,722110,Full-service restaurants,11,08/25/2016,,"(34.004, -118.4325)"
0000691612-0001-8,CCC NORTHRIDGE INC,CALIFORNIA CHICKEN CAFE,18445 NORDHOFF STREET,NORTHRIDGE,91325-2204,18445 NORDHOFF 91325-2204,POST OFFICE BOX #1284,PICO RIVERA,90660-1284,722110,Full-service restaurants,12,06/10/2002,,"(34.2355, -118.5346)"
0003057572-0001-1,ROYAL PROJECTS LLC,NICK'S KITCHEN,6736   CORBIN AVENUE,RESEDA,91335-4950,6736 CORBIN 91335-4950,,,,722110,Full-service restaurants,3,07/05/2018,,"(34.1932, -118.5618)"
0003072415-0001-1,KLA FAMILY INC,,11727 W OLYMPIC BLVD,LOS ANGELES,90064-1202,11727 OLYMPIC 90064-1202,436 N OXFORD AVENUE   SUITE #103,LOS ANGELES,90004-2779,722110,Full-service restaurants,11,01/15/2018,,"(34.0341, -118.4483)"
